"","GEOID","CSAFP","CBSAFP","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","ENTRE","IMMIG","ImmiEnter","ind2","TOTAL","INDUS","IMMIGRate","EntreRate","ImmigOwnEntreRate"
"247",14020,144,14020,"Bloomington, IN","Bloomington, IN Metro Area","M1",1,"G3110",2019733549,50045972,39.2417362,-86.6717544,28,23,4,8560,335,10,6.86567164179105,8.35820895522388,1.19402985074627
"248",14540,150,14540,"Bowling Green, KY","Bowling Green, KY Metro Area","M1",1,"G3110",4182605024,62139750,37.0468214,-86.3970677,33,49,0,8990,494,10,9.91902834008097,6.68016194331984,0
"249",14540,150,14540,"Bowling Green, KY","Bowling Green, KY Metro Area","M1",1,"G3110",4182605024,62139750,37.0468214,-86.3970677,33,49,0,770,494,10,9.91902834008097,6.68016194331984,0
"250",26900,294,26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area","M1",1,"G3110",11153808785,88567120,39.7449323,-86.2045408,291,401,22,770,4474,10,8.96289673670094,6.5042467590523,0.491729995529727
"251",28020,310,28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area","M1",1,"G3110",3030253787,1295530358,42.2688708,-86.0373725,37,16,0,770,707,10,2.26308345120226,5.23338048090523,0
"252",16860,174,16860,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area","M1",1,"G3110",5410466556,126498051,35.0493612,-85.3611582,62,123,13,770,1463,10,8.40738209159262,4.23786739576213,0.888585099111415
"253",12220,194,12220,"Auburn-Opelika, AL","Auburn-Opelika, AL Metro Area","M1",1,"G3110",1573552324,21488937,32.6040644,-85.3530477,48,44,2,770,916,10,4.80349344978166,5.24017467248908,0.218340611353712
"254",12980,310,12980,"Battle Creek, MI","Battle Creek, MI Metro Area","M1",1,"G3110",1829249871,31275675,42.2429896,-85.0123853,25,36,0,8680,584,10,6.16438356164384,4.28082191780822,0
"255",17980,194,17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area","M1",1,"G3110",5014777653,61081469,32.4368358,-84.9008787,20,15,2,8990,530,10,2.83018867924528,3.77358490566038,0.377358490566038
"256",17980,194,17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area","M1",1,"G3110",5014777653,61081469,32.4368358,-84.9008787,20,15,2,7470,530,10,2.83018867924528,3.77358490566038,0.377358490566038
"257",17980,194,17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area","M1",1,"G3110",5014777653,61081469,32.4368358,-84.9008787,20,15,2,8980,530,10,2.83018867924528,3.77358490566038,0.377358490566038
"258",17420,174,17420,"Cleveland, TN","Cleveland, TN Metro Area","M1",1,"G3110",1977283659,26793316,35.1381292,-84.65507,34,5,0,8470,584,10,0.856164383561644,5.82191780821918,0
"259",29620,330,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area","M1",1,"G3110",4397041601,44017378,42.7136586,-84.6053717,55,77,0,770,1000,10,7.7,5.5,0
"260",17140,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area","M1",1,"G3110",10788684057,192334753,39.0694579,-84.4271533,253,283,20,770,4531,10,6.24586184065328,5.58375634517767,0.441403663650408
"261",27100,NA,27100,"Jackson, MI","Jackson, MI Metro Area","M1",1,"G3110",1817308302,56538564,42.2484738,-84.4208679,44,36,0,770,503,10,7.15705765407555,8.74751491053678,0
"262",12060,122,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area","M1",1,"G3110",22485809510,398427699,33.693728,-84.3999113,825,2141,154,770,11649,10,18.3792600223195,7.08215297450425,1.32200188857413
"263",19380,212,19380,"Dayton, OH","Dayton, OH Metro Area","M1",1,"G3110",3320017376,21705383,39.8288538,-84.1418129,55,76,0,770,1440,10,5.27777777777778,3.81944444444444,0
"264",28940,314,28940,"Knoxville, TN","Knoxville, TN Metro Area","M1",1,"G3110",9066318482,386471845,36.0444622,-84.1361137,131,135,5,770,2251,10,5.997334517992,5.81963571745891,0.22212350066637
"265",12020,122,12020,"Athens-Clarke County, GA","Athens-Clarke County, GA Metro Area","M1",1,"G3110",2654353088,26370977,33.943984,-83.2138965,23,36,3,770,338,10,10.6508875739645,6.80473372781065,0.887573964497041
"266",18140,198,18140,"Columbus, OH","Columbus, OH Metro Area","M1",1,"G3110",12423532141,138606167,39.9685617,-82.8359105,178,281,33,770,3706,10,7.58229897463573,4.80302212628171,0.890447922288181
"267",28700,304,28700,"Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol-Bristol, TN-VA Metro Area","M1",1,"G3110",5205840458,96136681,36.6041611,-82.4401446,42,36,4,6190,700,10,5.14285714285714,6,0.571428571428571
"268",26580,170,26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area","M1",1,"G3110",6546101845,91680146,38.3736912,-82.3851927,77,30,2,770,2229,10,1.34589502018843,3.45446388515029,0.0897263346792283
"269",27740,304,27740,"Johnson City, TN","Johnson City, TN Metro Area","M1",1,"G3110",2211413861,26142889,36.2506085,-82.3310257,36,26,5,770,543,10,4.78821362799263,6.62983425414365,0.920810313075507
"270",27260,300,27260,"Jacksonville, FL","Jacksonville, FL Metro Area","M1",1,"G3110",8293138571,1285729956,30.2371049,-81.7552353,186,260,31,770,2872,10,9.05292479108635,6.47632311977716,1.07938718662953
"271",29460,NA,29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area","M1",1,"G3110",4653250695,553800050,27.9531147,-81.6927831,69,157,24,6170,1075,10,14.6046511627907,6.41860465116279,2.23255813953488
"272",17460,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area","M1",1,"G3110",5174470870,5132075101,41.760392,-81.7242168,216,246,17,770,4057,10,6.06359378851368,5.32413113137787,0.419028839043628
"273",16620,170,16620,"Charleston, WV","Charleston, WV Metro Area","M1",1,"G3110",4520564666,32465412,38.2832126,-81.4925567,68,27,0,770,1894,10,1.42555438225977,3.59028511087645,0
"274",16740,172,16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area","M1",1,"G3110",13122824461,290855932,35.187295,-80.8674907,398,645,76,770,5411,10,11.9201626316762,7.35538717427463,1.4045462945851
"275",13980,NA,13980,"Blacksburg-Christiansburg-Radford, VA","Blacksburg-Christiansburg-Radford, VA Metro Area","M1",1,"G3110",3763221779,46075636,37.1213643,-80.5315166,9,43,0,9090,295,10,14.5762711864407,3.05084745762712,0
"276",16700,NA,16700,"Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area","M1",1,"G3110",6703756813,1488520869,33.0058308,-80.006109,104,119,11,7070,2087,10,5.70196454240537,4.98322951605175,0.52707235265932
"277",15500,268,15500,"Burlington, NC","Burlington, NC Metro Area","M1",1,"G3110",1098038862,27933266,36.0439535,-79.4005733,38,125,13,770,778,10,16.0668380462725,4.88431876606684,1.67095115681234
"278",15380,160,15380,"Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","M1",1,"G3110",4053461568,2075804933,43.0443711,-78.7773351,63,174,2,4870,2082,10,8.35734870317003,3.02593659942363,0.0960614793467819
"279",27780,306,27780,"Johnstown, PA","Johnstown, PA Metro Area","M1",1,"G3110",1782823041,13677375,40.5103124,-78.7104629,5,0,0,7270,361,10,0,1.38504155124654,0
"280",16820,NA,16820,"Charlottesville, VA","Charlottesville, VA Metro Area","M1",1,"G3110",5759372808,45545340,37.8545896,-78.578282,70,68,4,7770,741,10,9.17678812415655,9.44669365721997,0.539811066126856
"281",27340,NA,27340,"Jacksonville, NC","Jacksonville, NC Metro Area","M1",1,"G3110",1975580950,370722552,34.7631087,-77.4994691,11,32,0,770,630,10,5.07936507936508,1.74603174603175,0
"282",12580,548,12580,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area","M1",1,"G3110",6737902107,1304071479,39.304361,-76.5495009,299,819,65,770,5299,10,15.4557463672391,5.64257407057935,1.22664653708247
"283",15680,548,15680,"California-Lexington Park, MD","California-Lexington Park, MD Metro Area","M1",1,"G3110",925648069,1053753865,38.2202894,-76.5303837,20,3,0,770,466,10,0.643776824034335,4.29184549356223,0
"284",29540,NA,29540,"Lancaster, PA","Lancaster, PA Metro Area","M1",1,"G3110",2444495031,103535036,40.0419921,-76.250198,73,56,0,170,1003,10,5.58325024925224,7.27816550348953,0
"285",12100,428,12100,"Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ Metro Area","M1",1,"G3110",1439256827,300767732,39.469354,-74.6337584,11,98,0,8680,521,10,18.809980806142,2.11132437619962,0
"286",12100,428,12100,"Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ Metro Area","M1",1,"G3110",1439256827,300767732,39.469354,-74.6337584,11,98,0,7290,521,10,18.809980806142,2.11132437619962,0
"287",14860,408,14860,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area","M1",1,"G3110",1618664455,548955210,41.2274128,-73.3670614,209,703,69,770,2352,10,29.8894557823129,8.88605442176871,2.93367346938776
"288",15540,NA,15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area","M1",1,"G3110",3243268574,657471312,44.6891168,-73.0411707,343,262,26,770,4080,10,6.42156862745098,8.40686274509804,0.637254901960784
"289",14460,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area","M1",1,"G3110",9032882339,2654345192,42.517606,-71.0219925,1050,3441,235,770,16560,10,20.7789855072464,6.34057971014493,1.41908212560386
"290",12700,148,12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area","M1",1,"G3110",1019719638,2361606119,41.7988188,-70.2110827,32,44,2,770,408,10,10.7843137254902,7.84313725490196,0.490196078431373
"291",30340,438,30340,"Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area","M1",1,"G3110",1211937419,75599699,44.1676811,-70.2074347,53,28,2,770,608,10,4.60526315789474,8.71710526315789,0.328947368421053
"292",12620,NA,12620,"Bangor, ME","Bangor, ME Metro Area","M1",1,"G3110",8799074164,413603851,45.4092789,-68.6665979,48,25,0,770,821,10,3.04506699147381,5.84652862362972,0
