NAME,ENTRE,IMMIG,ImmiEnter,TOTAL,GEOID,INTPTLAT,INTPTLON,IMMIGRate,EntreRate,ImmigOwnEntreRate,year,metro,state
"York-Hanover, PA",40,32,4,1011,49620,39.9217514,-76.7288887,3.165182987,3.956478734,10,2010,York-Hanover,PA
"Virginia Beach-Norfolk-Newport News, VA-NC",150,265,9,4189,47260,36.8560812,-76.3737908,6.326092146,3.580806875,6,2010,Virginia Beach-Norfolk-Newport News,VA-NC
"Utica-Rome, NY",29,41,0,736,46540,43.3322887,-75.173169,5.570652174,3.940217391,0,2010,Utica-Rome,NY
"Vineland-Bridgeton, NJ",7,3,0,233,47220,39.3283874,-75.1216435,1.287553648,3.004291845,0,2010,Vineland-Bridgeton,NJ
"Trenton, NJ",27,126,15,557,45940,40.2825027,-74.703724,22.62118492,4.847396768,55.55555556,2010,Trenton,NJ
"Oklahoma City, OK",390,319,37,4325,36420,35.4309676,-97.5069659,7.375722543,9.01734104,9.487179487,2010,Oklahoma City,OK
"Racine, WI",25,91,0,883,39540,42.7540747,-87.414676,10.30577576,2.831257078,0,2010,Racine,WI
"Olympia-Tumwater, WA",87,79,17,834,36500,46.9358216,-122.8301524,9.472422062,10.43165468,19.54022989,2010,Olympia-Tumwater,WA
"Portland-Vancouver-Hillsboro, OR-WA",633,1088,79,7817,38900,45.6006204,-122.4843457,13.91838301,8.097735704,12.48025276,2010,Portland-Vancouver-Hillsboro,OR-WA
"Napa, CA",34,121,5,433,34900,38.5070999,-122.3259045,27.94457275,7.852193995,14.70588235,2010,Napa,CA
"Oxnard-Thousand Oaks-Ventura, CA",169,732,47,2031,37100,34.3587415,-119.1331432,36.04135894,8.321024126,27.81065089,2010,Oxnard-Thousand Oaks-Ventura,CA
"Ogden-Clearfield, UT",121,182,9,2357,36260,41.6218833,-113.0436525,7.721680102,5.133644463,7.438016529,2010,Ogden-Clearfield,UT
"Prescott, AZ",54,36,5,399,39140,34.6312117,-112.5773855,9.022556391,13.53383459,9.259259259,2010,Prescott,AZ
"Provo-Orem, UT",115,187,6,1756,39340,39.872067,-112.3590592,10.64920273,6.548974943,5.217391304,2010,Provo-Orem,UT
"Phoenix-Mesa-Scottsdale, AZ",595,1401,108,7768,38060,33.1857653,-112.0678624,18.03553038,7.659629248,18.1512605,2010,Phoenix-Mesa-Scottsdale,AZ
"Pueblo, CO",83,82,8,844,39380,38.1706581,-104.4898924,9.71563981,9.834123223,9.638554217,2010,Pueblo,CO
"Omaha-Council Bluffs, NE-IA",365,535,16,6760,36540,41.2904587,-95.9999701,7.914201183,5.399408284,4.383561644,2010,Omaha-Council Bluffs,NE-IA
"New Orleans-Metairie, LA",217,219,21,2535,35380,29.805532,-89.7013821,8.639053254,8.560157791,9.677419355,2010,New Orleans-Metairie,LA
"Peoria, IL",44,30,0,905,37900,40.7882548,-89.514745,3.314917127,4.861878453,0,2010,Peoria,IL
"Oshkosh-Neenah, WI",40,10,4,589,36780,44.0857068,-88.6681488,1.697792869,6.791171477,10,2010,Oshkosh-Neenah,WI
"Pensacola-Ferry Pass-Brent, FL",71,81,20,1055,37860,30.6554013,-87.1618275,7.677725118,6.72985782,28.16901408,2010,Pensacola-Ferry Pass-Brent,FL
"Nashville-Davidson--Murfreesboro--Franklin, TN",323,323,26,3560,34980,36.0885065,-86.7266015,9.073033708,9.073033708,8.049535604,2010,Nashville-Davidson--Murfreesboro--Franklin,TN
"Niles-Benton Harbor, MI",24,15,0,343,35660,41.7926389,-86.7418216,4.373177843,6.997084548,0,2010,Niles-Benton Harbor,MI
"Muskegon, MI",25,2,0,612,34740,43.2892579,-86.751892,0.326797386,4.08496732,0,2010,Muskegon,MI
"Panama City, FL",12,28,0,510,37460,30.1010953,-85.4749707,5.490196078,2.352941176,0,2010,Panama City,FL
"Ocala, FL",20,24,4,482,36100,29.2028047,-82.0431004,4.979253112,4.149377593,20,2010,Ocala,FL
"Punta Gorda, FL",27,36,4,382,39460,26.8689328,-81.9410769,9.42408377,7.068062827,14.81481481,2010,Punta Gorda,FL
"Naples-Immokalee-Marco Island, FL",44,129,4,423,34940,26.118786,-81.4009553,30.4964539,10.40189125,9.090909091,2010,Naples-Immokalee-Marco Island,FL
"Orlando-Kissimmee-Sanford, FL",268,794,75,4577,36740,28.434348,-81.3558763,17.3476076,5.855363775,27.98507463,2010,Orlando-Kissimmee-Sanford,FL
"Palm Bay-Melbourne-Titusville, FL",59,46,0,1125,37340,28.2983043,-80.7003309,4.088888889,5.244444444,0,2010,Palm Bay-Melbourne-Titusville,FL
"Port St. Lucie, FL",40,166,8,811,38940,27.2326989,-80.4267701,20.46855734,4.932182491,20,2010,Port St. Lucie,FL
"Pittsburgh, PA",347,193,24,5335,38300,40.4343378,-79.8280615,3.617619494,6.504217432,6.916426513,2010,Pittsburgh,PA
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",60,27,3,867,34820,33.9690951,-78.6127235,3.114186851,6.920415225,5,2010,Myrtle Beach-Conway-North Myrtle Beach,SC-NC
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1005,2423,114,20124,37980,39.8951304,-75.3120032,12.04034983,4.994036971,11.34328358,2010,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD
"Ocean City, NJ",12,4,0,165,36140,39.0861425,-74.8477158,2.424242424,7.272727273,0,2010,Ocean City,NJ
"New York-Newark-Jersey City, NY-NJ-PA",2464,15168,910,41843,35620,40.8987884,-73.9031302,36.24979088,5.88867911,36.93181818,2010,New York-Newark-Jersey City,NY-NJ-PA
"Providence-Warwick, RI-MA",1050,2636,149,16826,39300,41.7016138,-71.2892856,15.66623083,6.240342327,14.19047619,2010,Providence-Warwick,RI-MA
"Minneapolis-St. Paul-Bloomington, MN-WI",845,1765,75,14415,33460,45.0612031,-93.3515965,12.24419008,5.861949358,8.875739645,2010,Minneapolis-St. Paul-Bloomington,MN-WI
"Milwaukee-Waukesha-West Allis, WI",271,411,28,4988,33340,43.0176524,-87.4815485,8.239775461,5.433039294,10.33210332,2010,Milwaukee-Waukesha-West Allis,WI
"Eugene, OR",91,82,0,1374,21660,43.9283286,-122.8976901,5.96797671,6.622998544,0,2010,Eugene,OR
"Medford, OR",64,61,5,646,32780,42.4116284,-122.6756846,9.442724458,9.907120743,7.8125,2010,Medford,OR
"Modesto, CA",68,375,17,1262,33700,37.5623842,-121.0026557,29.71473851,5.388272583,25,2010,Modesto,CA
"Merced, CA",78,196,22,622,32900,37.1948063,-120.7228019,31.51125402,12.54019293,28.20512821,2010,Merced,CA
"Madera, CA",34,285,6,715,31460,37.2098213,-119.7498023,39.86013986,4.755244755,17.64705882,2010,Madera,CA
"Fresno, CA",71,511,31,1893,23420,36.7610058,-119.6550193,26.99418912,3.750660328,43.66197183,2010,Fresno,CA
"Los Angeles-Long Beach-Anaheim, CA",2417,13899,1157,30143,31080,34.1090244,-118.1825492,46.11020801,8.01844541,47.86925941,2010,Los Angeles-Long Beach-Anaheim,CA
"El Centro, CA",15,196,4,638,20940,33.0408143,-115.3554001,30.72100313,2.351097179,26.66666667,2010,El Centro,CA
"Farmington, NM",25,30,0,436,22140,36.5116245,-108.3245778,6.880733945,5.733944954,0,2010,Farmington,NM
"Albuquerque, NM",253,484,7,4293,10740,35.1166033,-106.4565347,11.27416725,5.893314698,2.766798419,2010,Albuquerque,NM
"El Paso, TX",81,623,38,1759,21340,31.527394,-105.5213326,35.41785105,4.604889142,46.91358025,2010,El Paso,TX
"Fort Collins, CO",119,76,0,1292,22660,40.6580933,-105.4867638,5.882352941,9.210526316,0,2010,Fort Collins,CO
"Denver-Aurora-Lakewood, CO",927,1726,181,11207,19740,39.4347492,-104.901209,15.40108861,8.271615954,19.52535059,2010,Denver-Aurora-Lakewood,CO
"Greeley, CO",128,107,15,1191,24540,40.5536965,-104.3942215,8.984047019,10.7472712,11.71875,2010,Greeley,CO
"Midland, TX",68,62,10,509,33260,32.0923594,-101.9945395,12.18074656,13.35952849,14.70588235,2010,Midland,TX
"Amarillo, TX",29,91,15,627,11100,35.2480011,-101.9086668,14.51355662,4.625199362,51.72413793,2010,Amarillo,TX
"Lubbock, TX",23,28,0,381,31180,33.4703271,-101.6488249,7.349081365,6.036745407,0,2010,Lubbock,TX
"McAllen-Edinburg-Mission, TX",111,592,80,1362,32580,26.3963839,-98.18099,43.46549192,8.149779736,72.07207207,2010,McAllen-Edinburg-Mission,TX
"Fargo, ND-MN",189,181,4,3251,22020,46.9148591,-96.9601826,5.567517687,5.813595817,2.116402116,2010,Fargo,ND-MN
"Houston-The Woodlands-Sugar Land, TX",723,3245,231,11442,26420,29.7495926,-95.3536422,28.3604265,6.31882538,31.95020747,2010,Houston-The Woodlands-Sugar Land,TX
"Longview, TX",13,39,2,378,30980,32.364601,-94.819897,10.31746032,3.439153439,15.38461538,2010,Longview,TX
"Fort Smith, AR-OK",49,50,0,767,22900,35.1955345,-94.562533,6.518904824,6.388526728,0,2010,Fort Smith,AR-OK
"Fayetteville-Springdale-Rogers, AR-MO",71,243,3,1478,22220,36.1976326,-94.1198967,16.44113667,4.803788904,4.225352113,2010,Fayetteville-Springdale-Rogers,AR-MO
"Des Moines-West Des Moines, IA",153,372,9,3227,19780,41.5448597,-93.9434866,11.52773474,4.741245739,5.882352941,2010,Des Moines-West Des Moines,IA
"Little Rock-North Little Rock-Conway, AR",172,132,3,2694,30780,34.7557726,-92.4005889,4.899777283,6.384558278,1.744186047,2010,Little Rock-North Little Rock-Conway,AR
"Duluth, MN-WI",88,18,0,801,20260,47.3297007,-92.3762591,2.247191011,10.98626717,0,2010,Duluth,MN-WI
"Monroe, LA",47,26,1,1058,33740,32.6904772,-92.2627929,2.457466919,4.442344045,2.127659574,2010,Monroe,LA
"Eau Claire, WI",49,23,0,896,20740,44.938029,-91.285538,2.566964286,5.46875,0,2010,Eau Claire,WI
"Memphis, TN-MS-AR",154,242,16,2846,32820,35.0085568,-89.8218159,8.503162333,5.411103303,10.38961039,2010,Memphis,TN-MS-AR
"Madison, WI",175,123,12,2042,31540,43.0842875,-89.5971781,6.023506366,8.570029383,6.857142857,2010,Madison,WI
"Gulfport-Biloxi-Pascagoula, MS",25,50,1,519,25060,30.4302445,-88.9797355,9.633911368,4.816955684,4,2010,Gulfport-Biloxi-Pascagoula,MS
"Appleton, WI",42,15,0,742,11540,44.2906032,-88.3723255,2.021563342,5.660377358,0,2010,Appleton,WI
"Mobile, AL",42,19,0,848,33660,30.6845725,-88.1965682,2.240566038,4.952830189,0,2010,Mobile,AL
"Green Bay, WI",41,50,0,793,24580,44.4739612,-87.9959258,6.30517024,5.170239596,0,2010,Green Bay,WI
"Evansville, IN-KY",37,0,0,548,21780,38.0200703,-87.5861659,0,6.751824818,0,2010,Evansville,IN-KY
"Michigan City-La Porte, IN",40,24,8,464,33140,41.5490129,-86.7447386,5.172413793,8.620689655,20,2010,Michigan City-La Porte,IN
"Montgomery, AL",61,6,4,838,33860,32.3656313,-86.4045848,0.715990453,7.279236277,6.557377049,2010,Montgomery,AL
"Anniston-Oxford-Jacksonville, AL",35,20,0,636,11500,33.7717061,-85.8225133,3.144654088,5.503144654,0,2010,Anniston-Oxford-Jacksonville,AL
"Grand Rapids-Wyoming, MI",137,170,14,2151,24340,42.9786324,-85.8112082,7.90330079,6.369130637,10.2189781,2010,Grand Rapids-Wyoming,MI
"Louisville/Jefferson County, KY-IN",148,246,18,3477,31140,38.3352396,-85.6689414,7.075064711,4.256542997,12.16216216,2010,Louisville/Jefferson County,KY-IN
"Fort Wayne, IN",46,111,11,870,23060,41.0069993,-85.2164239,12.75862069,5.287356322,23.91304348,2010,Fort Wayne,IN
"Lexington-Fayette, KY",110,242,13,1701,30460,38.102844,-84.4385721,14.22692534,6.466784245,11.81818182,2010,Lexington-Fayette,KY
"Albany, GA",12,19,0,599,10500,31.5893026,-84.1749127,3.171953255,2.003338898,0,2010,Albany,GA
"Ann Arbor, MI",35,102,4,732,11460,42.2523272,-83.8446336,13.93442623,4.781420765,11.42857143,2010,Ann Arbor,MI
"Macon, GA",0,12,0,323,31420,32.8561967,-83.7143131,3.715170279,0,NA,2010,Macon,GA
"Flint, MI",41,23,1,999,22420,43.0210768,-83.7063718,2.302302302,4.104104104,2.43902439,2010,Flint,MI
"Monroe, MI",29,16,0,570,33780,41.916097,-83.4871059,2.807017544,5.087719298,0,2010,Monroe,MI
"Detroit-Warren-Dearborn, MI",566,1368,80,10275,19820,42.7218478,-83.2008463,13.31386861,5.508515815,14.13427562,2010,Detroit-Warren-Dearborn,MI
"Asheville, NC",88,56,3,827,11700,35.5956693,-82.6816145,6.77146312,10.64087062,3.409090909,2010,Asheville,NC
"Gainesville, FL",18,43,2,482,23540,29.6779808,-82.4799713,8.921161826,3.734439834,11.11111111,2010,Gainesville,FL
"Greenville-Anderson-Mauldin, SC",79,161,13,1393,24860,34.6837085,-82.4134227,11.55778894,5.671213209,16.4556962,2010,Greenville-Anderson-Mauldin,SC
"Hickory-Lenoir-Morganton, NC",55,51,6,509,25860,35.8146669,-81.4570667,10.01964637,10.80550098,10.90909091,2010,Hickory-Lenoir-Morganton,NC
"Akron, OH",74,20,0,1547,10420,41.1466395,-81.3501104,1.292824822,4.783451842,0,2010,Akron,OH
"Deltona-Daytona Beach-Ormond Beach, FL",70,66,8,1153,19660,29.1789002,-81.1890231,5.724197745,6.07111882,11.42857143,2010,Deltona-Daytona Beach-Ormond Beach,FL
"Miami-Fort Lauderdale-West Palm Beach, FL",967,5277,527,11146,33100,26.1018281,-80.4787552,47.34433878,8.67575812,54.49844881,2010,Miami-Fort Lauderdale-West Palm Beach,FL
"Erie, PA",13,20,0,530,21500,42.1179519,-80.0963858,3.773584906,2.452830189,0,2010,Erie,PA
"Greensboro-High Point, NC",104,159,15,1791,24660,36.0252039,-79.7926333,8.877721943,5.806811837,14.42307692,2010,Greensboro-High Point,NC
"Lynchburg, VA",26,18,8,619,31340,37.3649258,-79.2166894,2.907915994,4.200323102,30.76923077,2010,Lynchburg,VA
"Durham-Chapel Hill, NC",82,211,13,1210,20500,35.995536,-79.0969897,17.43801653,6.776859504,15.85365854,2010,Durham-Chapel Hill,NC
"Fayetteville, NC",9,64,0,706,22180,35.0379563,-78.9822092,9.065155807,1.274787535,0,2010,Fayetteville,NC
"Harrisonburg, VA",59,42,3,562,25500,38.5075848,-78.8853213,7.473309609,10.49822064,5.084745763,2010,Harrisonburg,VA
"Hagerstown-Martinsburg, MD-WV",41,33,0,606,25180,39.5421519,-77.8997669,5.445544554,6.765676568,0,2010,Hagerstown-Martinsburg,MD-WV
"Harrisburg-Carlisle, PA",61,64,8,1332,25420,40.3359242,-77.0504748,4.804804805,4.57957958,13.1147541,2010,Harrisburg-Carlisle,PA
"Dover, DE",119,173,6,2532,20100,39.0970884,-75.5029819,6.832543444,4.699842022,5.042016807,2010,Dover,DE
"Allentown-Bethlehem-Easton, PA-NJ",148,192,24,2471,10900,40.7893392,-75.398158,7.770133549,5.989477944,16.21621622,2010,Allentown-Bethlehem-Easton,PA-NJ
"Albany-Schenectady-Troy, NY",125,111,0,2140,10580,42.7879202,-73.9423479,5.186915888,5.841121495,0,2010,Albany-Schenectady-Troy,NY
"Hartford-West Hartford-East Hartford, CT",403,1123,66,7475,25540,41.718601,-72.5739417,15.02341137,5.391304348,16.37717122,2010,Hartford-West Hartford-East Hartford,CT
"Augusta-Richmond County, GA-SC",59,37,4,1184,12260,33.4603713,-81.9828327,3.125,4.983108108,6.779661017,2010,Augusta-Richmond County,GA-SC
"Cape Coral-Fort Myers, FL",76,219,16,1105,15980,26.5516337,-81.8925086,19.81900452,6.877828054,21.05263158,2010,Cape Coral-Fort Myers,FL
"Canton-Massillon, OH",42,5,0,886,15940,40.7110722,-81.2614743,0.564334086,4.740406321,0,2010,Canton-Massillon,OH
"Columbia, SC",100,126,16,2074,17900,34.084175,-81.0405973,6.075216972,4.821600771,16,2010,Columbia,SC
"Binghamton, NY",35,23,0,565,13780,42.1639276,-76.0229431,4.07079646,6.194690265,0,2010,Binghamton,NY
"Kingston, NY",66,23,1,497,28740,41.9472156,-74.2654583,4.6277666,13.27967807,1.515151515,2010,Kingston,NY
"Bremerton-Silverdale, WA",41,33,10,642,14740,47.6396874,-122.6496358,5.140186916,6.386292835,24.3902439,2010,Bremerton-Silverdale,WA
"Bellingham, WA",72,84,4,566,13380,48.8426531,-121.8364325,14.8409894,12.72084806,5.555555556,2010,Bellingham,WA
"Chico, CA",50,78,1,557,17020,39.6659588,-121.6019188,14.00359066,8.976660682,2,2010,Chico,CA
"Bend-Redmond, OR",97,26,4,905,13460,43.9151181,-121.2255751,2.872928177,10.71823204,4.12371134,2010,Bend-Redmond,OR
"Bakersfield, CA",77,591,39,1624,12540,35.3466288,-118.7295064,36.39162562,4.74137931,50.64935065,2010,Bakersfield,CA
"Coeur d'Alene, ID",87,41,0,936,17660,47.6771129,-116.6949184,4.38034188,9.294871795,0,2010,Coeur d'Alene,ID
"Boise City, ID",343,370,30,4079,14260,43.0066485,-116.1419089,9.070850699,8.408923756,8.746355685,2010,Boise City,ID
"Las Vegas-Henderson-Paradise, NV",623,2761,158,10618,29820,36.2142575,-115.013812,26.00301375,5.86739499,25.3611557,2010,Las Vegas-Henderson-Paradise,NV
"Billings, MT",81,33,3,1159,13740,45.7754535,-108.7278711,2.84728214,6.988783434,3.703703704,2010,Billings,MT
"Las Cruces, NM",55,160,8,867,29740,32.3509119,-106.8321821,18.4544406,6.343713956,14.54545455,2010,Las Cruces,NM
"Boulder, CO",180,266,14,1660,14500,40.0949699,-105.3976911,16.02409639,10.84337349,7.777777778,2010,Boulder,CO
"Colorado Springs, CO",242,215,15,2850,17820,38.8454651,-104.6385633,7.543859649,8.49122807,6.198347107,2010,Colorado Springs,CO
"Laredo, TX",49,247,32,701,29700,27.7607987,-99.3407518,35.23537803,6.990014265,65.30612245,2010,Laredo,TX
"Lawton, OK",37,51,5,697,30020,34.5291104,-98.4309172,7.317073171,5.308464849,13.51351351,2010,Lawton,OK
"Killeen-Temple, TX",16,32,0,603,28660,31.2027301,-97.7896384,5.306799337,2.653399668,0,2010,Killeen-Temple,TX
"Austin-Round Rock, TX",288,756,51,3686,12420,30.2395128,-97.6912697,20.51003798,7.813347802,17.70833333,2010,Austin-Round Rock,TX
"Brownsville-Harlingen, TX",44,198,20,623,15180,26.1029227,-97.4789584,31.78170144,7.062600321,45.45454545,2010,Brownsville-Harlingen,TX
"Corpus Christi, TX",54,136,11,922,18580,27.8989315,-97.4012355,14.7505423,5.856832972,20.37037037,2010,Corpus Christi,TX
"Dallas-Fort Worth-Arlington, TX",717,3369,188,13919,19100,32.8225581,-97.0251332,24.20432502,5.151232129,26.22036262,2010,Dallas-Fort Worth-Arlington,TX
"Lawrence, KS",63,36,1,935,29940,38.8964154,-95.2909464,3.85026738,6.737967914,1.587301587,2010,Lawrence,KS
"Kansas City, MO-KS",481,562,31,7268,28140,38.9318494,-94.4438241,7.732526142,6.618051734,6.444906445,2010,Kansas City,MO-KS
"Joplin, MO",21,87,2,625,27900,37.0555457,-94.3397364,13.92,3.36,9.523809524,2010,Joplin,MO
"Beaumont-Port Arthur, TX",23,40,0,810,13140,30.3478326,-94.1203707,4.938271605,2.839506173,0,2010,Beaumont-Port Arthur,TX
"Lake Charles, LA",25,16,2,572,29340,29.9787547,-93.2532434,2.797202797,4.370629371,8,2010,Lake Charles,LA
"Columbia, MO",18,32,0,526,17860,38.9898614,-92.3102022,6.08365019,3.422053232,0,2010,Columbia,MO
"Lafayette, LA",114,16,0,1129,29180,29.9577733,-92.0493498,1.417183348,10.09743136,0,2010,Lafayette,LA
"Iowa City, IA",59,110,4,1020,26980,41.5178058,-91.6479303,10.78431373,5.784313725,6.779661017,2010,Iowa City,IA
"Cedar Rapids, IA",80,94,5,1414,16300,42.0856026,-91.6304799,6.647807638,5.657708628,6.25,2010,Cedar Rapids,IA
"La Crosse-Onalaska, WI-MN",70,47,0,795,29100,43.7832461,-91.318743,5.911949686,8.805031447,0,2010,La Crosse-Onalaska,WI-MN
"Baton Rouge, LA",83,58,2,1667,12940,30.5708895,-91.134533,3.479304139,4.979004199,2.409638554,2010,Baton Rouge,LA
"Davenport-Moline-Rock Island, IA-IL",108,48,4,1439,19340,41.3916799,-90.460076,3.335649757,7.505211953,3.703703704,2010,Davenport-Moline-Rock Island,IA-IL
"Jackson, MS",146,95,13,1668,27140,32.3160014,-90.2208402,5.695443645,8.752997602,8.904109589,2010,Jackson,MS
"Janesville-Beloit, WI",45,10,0,650,27500,42.6698802,-89.0752844,1.538461538,6.923076923,0,2010,Janesville-Beloit,WI
"Decatur, IL",27,25,0,590,19500,39.8602372,-88.9615288,4.237288136,4.576271186,0,2010,Decatur,IL
"Champaign-Urbana, IL",39,28,0,697,16580,40.2344885,-88.2986226,4.017216643,5.595408895,0,2010,Champaign-Urbana,IL
"Kankakee, IL",41,10,0,541,28100,41.1395105,-87.8611165,1.848428835,7.578558226,0,2010,Kankakee,IL
"Chicago-Naperville-Elgin, IL-IN-WI",1253,4714,373,21479,16980,41.8235214,-87.8282967,21.94701802,5.833604916,29.76855547,2010,Chicago-Naperville-Elgin,IL-IN-WI
"Decatur, AL",16,17,0,500,19460,34.4893614,-87.0971469,3.4,3.2,0,2010,Decatur,AL
"Birmingham-Hoover, AL",150,85,4,2823,13820,33.4623718,-86.8143378,3.010981226,5.313496281,2.666666667,2010,Birmingham-Hoover,AL
"Huntsville, AL",55,118,4,978,26620,34.7832617,-86.7348706,12.06543967,5.623721881,7.272727273,2010,Huntsville,AL
"Bloomington, IN",46,15,4,594,14020,39.2417362,-86.6717544,2.525252525,7.744107744,8.695652174,2010,Bloomington,IN
"Bowling Green, KY",8,31,2,185,14540,37.0468214,-86.3970677,16.75675676,4.324324324,25,2010,Bowling Green,KY
"Indianapolis-Carmel-Anderson, IN",274,313,2,4162,26900,39.7449323,-86.2045408,7.520422874,6.583373378,0.729927007,2010,Indianapolis-Carmel-Anderson,IN
"Kalamazoo-Portage, MI",42,48,7,748,28020,42.2688708,-86.0373725,6.417112299,5.614973262,16.66666667,2010,Kalamazoo-Portage,MI
"Chattanooga, TN-GA",58,79,8,1153,16860,35.0493612,-85.3611582,6.85169124,5.030355594,13.79310345,2010,Chattanooga,TN-GA
"Columbus, GA-AL",26,65,13,648,17980,32.4368358,-84.9008787,10.0308642,4.012345679,50,2010,Columbus,GA-AL
"Lansing-East Lansing, MI",71,94,1,1049,29620,42.7136586,-84.6053717,8.960915157,6.76835081,1.408450704,2010,Lansing-East Lansing,MI
"Cincinnati, OH-KY-IN",260,248,12,5077,17140,39.0694579,-84.4271533,4.884774473,5.121134528,4.615384615,2010,Cincinnati,OH-KY-IN
"Jackson, MI",21,4,0,607,27100,42.2484738,-84.4208679,0.658978583,3.459637562,0,2010,Jackson,MI
"Atlanta-Sandy Springs-Roswell, GA",835,2088,183,12151,12060,33.693728,-84.3999113,17.18377088,6.871862398,21.91616766,2010,Atlanta-Sandy Springs-Roswell,GA
"Dayton, OH",87,55,4,1964,19380,39.8288538,-84.1418129,2.800407332,4.429735234,4.597701149,2010,Dayton,OH
"Knoxville, TN",74,40,3,1183,28940,36.0444622,-84.1361137,3.38123415,6.255283178,4.054054054,2010,Knoxville,TN
"Athens-Clarke County, GA",27,28,0,290,12020,33.943984,-83.2138965,9.655172414,9.310344828,0,2010,Athens-Clarke County,GA
"Columbus, OH",228,281,14,4095,18140,39.9685617,-82.8359105,6.862026862,5.567765568,6.140350877,2010,Columbus,OH
"Kingsport-Bristol-Bristol, TN-VA",31,14,2,545,28700,36.6041611,-82.4401446,2.568807339,5.688073394,6.451612903,2010,Kingsport-Bristol-Bristol,TN-VA
"Huntington-Ashland, WV-KY-OH",54,5,0,911,26580,38.3736912,-82.3851927,0.54884742,5.927552141,0,2010,Huntington-Ashland,WV-KY-OH
"Johnson City, TN",32,24,0,398,27740,36.2506085,-82.3310257,6.030150754,8.040201005,0,2010,Johnson City,TN
"Jacksonville, FL",185,220,28,2889,27260,30.2371049,-81.7552353,7.615091727,6.403599862,15.13513514,2010,Jacksonville,FL
"Lakeland-Winter Haven, FL",68,75,7,911,29460,27.9531147,-81.6927831,8.232711306,7.464324918,10.29411765,2010,Lakeland-Winter Haven,FL
"Cleveland-Elyria, OH",324,327,25,5004,17460,41.760392,-81.7242168,6.534772182,6.474820144,7.716049383,2010,Cleveland-Elyria,OH
"Charleston, WV",72,20,0,2044,16620,38.2832126,-81.4925567,0.978473581,3.522504892,0,2010,Charleston,WV
"Charlotte-Concord-Gastonia, NC-SC",280,649,43,4082,16740,35.187295,-80.8674907,15.89906908,6.859382656,15.35714286,2010,Charlotte-Concord-Gastonia,NC-SC
"Charleston-North Charleston, SC",116,108,6,1996,16700,33.0058308,-80.006109,5.410821643,5.811623246,5.172413793,2010,Charleston-North Charleston,SC
"Buffalo-Cheektowaga-Niagara Falls, NY",120,109,0,2506,15380,43.0443711,-78.7773351,4.349561053,4.788507582,0,2010,Buffalo-Cheektowaga-Niagara Falls,NY
"Johnstown, PA",17,3,0,330,27780,40.5103124,-78.7104629,0.909090909,5.151515152,0,2010,Johnstown,PA
"Jacksonville, NC",25,19,0,671,27340,34.7631087,-77.4994691,2.831594635,3.725782414,0,2010,Jacksonville,NC
"Baltimore-Columbia-Towson, MD",627,1389,105,11128,12580,39.304361,-76.5495009,12.48202732,5.634435658,16.74641148,2010,Baltimore-Columbia-Towson,MD
"Lancaster, PA",113,59,2,1038,29540,40.0419921,-76.250198,5.684007707,10.88631985,1.769911504,2010,Lancaster,PA
"Atlantic City-Hammonton, NJ",89,217,24,783,12100,39.469354,-74.6337584,27.71392082,11.36653895,26.96629213,2010,Atlantic City-Hammonton,NJ
"Boston-Cambridge-Newton, MA-NH",1076,2394,175,16511,14460,42.517606,-71.0219925,14.49942463,6.516867543,16.26394052,2010,Boston-Cambridge-Newton,MA-NH
"Altoona, PA",21,6,0,516,11020,40.4979217,-78.3106362,1.162790698,4.069767442,0,2010,Altoona,PA
"Reno, NV",185,459,25,2459,39900,40.5007953,-119.7311608,18.66612444,7.523383489,13.51351351,2009,Reno,NV
"Riverside-San Bernardino-Ontario, CA",518,2264,142,8119,40140,34.5375344,-116.1309212,27.88520754,6.380096071,27.41312741,2009,Riverside-San Bernardino-Ontario,CA
"Rockford, IL",48,85,0,957,40420,42.331183,-89.0429139,8.881922675,5.015673981,0,2009,Rockford,IL
"Spartanburg, SC",79,55,13,814,43900,34.8346199,-81.8424008,6.756756757,9.705159705,16.4556962,2009,Spartanburg,SC
"Syracuse, NY",107,83,1,1426,45060,43.0065163,-76.1961336,5.820476858,7.503506311,0.934579439,2009,Syracuse,NY
"Santa Rosa, CA",109,269,12,1194,42220,38.5251824,-122.9261095,22.52931323,9.128978224,11.00917431,2009,Santa Rosa,CA
"Salem, OR",91,192,8,1376,41420,44.9033845,-122.9017571,13.95348837,6.613372093,8.791208791,2009,Salem,OR
"San Francisco-Oakland-Hayward, CA",831,3411,227,10036,41860,37.7737185,-122.2744317,33.98764448,8.280191311,27.31648616,2009,San Francisco-Oakland-Hayward,CA
"Santa Cruz-Watsonville, CA",47,112,7,575,42100,37.0124883,-122.007205,19.47826087,8.173913043,14.89361702,2009,Santa Cruz-Watsonville,CA
"Seattle-Tacoma-Bellevue, WA",664,1884,145,9345,42660,47.5530503,-121.8831653,20.16051364,7.105403959,21.8373494,2009,Seattle-Tacoma-Bellevue,WA
"San Jose-Sunnyvale-Santa Clara, CA",334,1940,115,4749,41940,36.9084718,-121.3713721,40.85070541,7.033059591,34.43113772,2009,San Jose-Sunnyvale-Santa Clara,CA
"Salinas, CA",96,360,45,891,41500,36.240107,-121.3155723,40.4040404,10.77441077,46.875,2009,Salinas,CA
